x, y
3.500453309156845, 168.5714285714286
3.599274705349048, 162.8571428571429
3.6985494106980963, 153.21428571428572
3.800090661831369, 141.7857142857143
3.899818676337262, 134.46428571428572
4, 128.57142857142858
4.099274705349048, 120.00000000000001
