  0.0000000e+000  1.3234147e-004  2.1471124e-007  2.1471124e-007
  6.2652961e-001  2.7240119e-004  4.4108945e-007  4.4108945e-007
  1.2530592e+000  2.8949788e-004  4.7094890e-007  4.7094890e-007
  1.8795888e+000  3.0186825e-004  5.0579456e-007  5.0579456e-007
  2.5061185e+000  2.9696916e-004  5.3107978e-007  5.3107978e-007
  3.1326481e+000  2.7227774e-004  5.3976087e-007  5.3976087e-007
  3.7591777e+000  2.3602208e-004  5.3631028e-007  5.3631028e-007
  4.3857073e+000  1.9964890e-004  5.3026783e-007  5.3026783e-007
  5.0122369e+000  1.6895785e-004  5.2389856e-007  5.2389856e-007
  5.6387665e+000  1.4179023e-004  5.0712777e-007  5.0712777e-007
  6.2652961e+000  1.1320838e-004  4.6717334e-007  4.6717334e-007
  6.8918257e+000  8.2041894e-005  4.0385884e-007  4.0385884e-007
  7.5183554e+000  5.2773089e-005  3.3371361e-007  3.3371361e-007
  8.1448850e+000  3.2203865e-005  2.7785479e-007  2.7785479e-007
  8.7714146e+000  2.4482902e-005  2.4710727e-007  2.4710727e-007
  9.3979442e+000  2.8112846e-005  2.4027490e-007  2.4027490e-007
  1.0024474e+001  3.6594539e-005  2.5482932e-007  2.5482932e-007
  1.0651003e+001  4.2243566e-005  2.9437826e-007  2.9437826e-007
  1.1277533e+001  4.0688560e-005  3.6239672e-007  3.6239672e-007
  1.1904063e+001  3.2805610e-005  4.4974720e-007  4.4974720e-007
  1.2530592e+001  2.2841873e-005  5.3198495e-007  5.3198495e-007
  1.3157122e+001  1.4783364e-005  5.8174863e-007  5.8174863e-007
  1.3783651e+001  1.0106839e-005  5.8526064e-007  5.8526064e-007
  1.4410181e+001  8.0175273e-006  5.4861533e-007  5.4861533e-007
  1.5036711e+001  6.9240821e-006  4.9087898e-007  4.9087898e-007
  1.5663240e+001  5.6380155e-006  4.3263528e-007  4.3263528e-007
  1.6289770e+001  3.8458887e-006  3.8874768e-007  3.8874768e-007
  1.6916300e+001  2.0162771e-006  3.6631526e-007  3.6631526e-007
  1.7542829e+001  9.0769676e-007  3.6441237e-007  3.6441237e-007
  1.8169359e+001  9.5515919e-007  3.7485995e-007  3.7485995e-007
  1.8795888e+001  1.9636461e-006  3.8606836e-007  3.8606836e-007
  1.9422418e+001  3.2837455e-006  3.8934921e-007  3.8934921e-007
  2.0048948e+001  4.2293053e-006  3.8310618e-007  3.8310618e-007
  2.0675477e+001  4.4178811e-006  3.7160688e-007  3.7160688e-007
  2.1302007e+001  3.8962412e-006  3.6026785e-007  3.6026785e-007
  2.1928536e+001  3.0339222e-006  3.5181995e-007  3.5181995e-007
  2.2555066e+001  2.2499766e-006  3.4557435e-007  3.4557435e-007
  2.3181596e+001  1.7649470e-006  3.3936167e-007  3.3936167e-007
  2.3808125e+001  1.5567393e-006  3.3257958e-007  3.3257958e-007
  2.4434655e+001  1.4835790e-006  3.2777362e-007  3.2777362e-007
  2.5061185e+001  1.4082025e-006  3.2855562e-007  3.2855562e-007
  2.5687714e+001  1.2592677e-006  3.3585593e-007  3.3585593e-007
  2.6314244e+001  1.0584434e-006  3.4798078e-007  3.4798078e-007
  2.6940773e+001  8.9324801e-007  3.6523012e-007  3.6523012e-007
  2.7567303e+001  8.2383030e-007  3.9134222e-007  3.9134222e-007
  2.8193833e+001  8.2760930e-007  4.2623559e-007  4.2623559e-007
  2.8820362e+001  8.6151067e-007  4.5853895e-007  4.5853895e-007
  2.9446892e+001  9.3502947e-007  4.7205043e-007  4.7205043e-007
  3.0073421e+001  1.0648790e-006  4.6419657e-007  4.6419657e-007
  3.0699951e+001  1.1913784e-006  4.5521111e-007  4.5521111e-007
  3.1326481e+001  1.2131216e-006  4.7267620e-007  4.7267620e-007
  3.1953010e+001  1.0977063e-006  5.2406672e-007  5.2406672e-007
  3.2579540e+001  9.0321452e-007  5.8565189e-007  5.8565189e-007
  3.3206070e+001  7.0327479e-007  6.1946409e-007  6.1946409e-007
  3.3832599e+001  5.4857056e-007  6.0146240e-007  6.0146240e-007
  3.4459129e+001  4.8658129e-007  5.3611473e-007  5.3611473e-007
  3.5085658e+001  5.4267395e-007  4.4973025e-007  4.4973025e-007
  3.5712188e+001  6.6695086e-007  3.7362360e-007  3.7362360e-007
  3.6338718e+001  7.5826435e-007  3.3042129e-007  3.3042129e-007
  3.6965247e+001  7.6355928e-007  3.2767045e-007  3.2767045e-007
  3.7591777e+001  7.1621009e-007  3.5699501e-007  3.5699501e-007
  3.8218306e+001  6.6973138e-007  3.9836823e-007  3.9836823e-007
  3.8844836e+001  6.4249315e-007  4.3010737e-007  4.3010737e-007
  3.9471366e+001  6.4617725e-007  4.4081455e-007  4.4081455e-007
  4.0097895e+001  7.2066569e-007  4.3489725e-007  4.3489725e-007
  4.0724425e+001  8.9875718e-007  4.2641456e-007  4.2641456e-007
  4.1350954e+001  1.1487694e-006  4.2564910e-007  4.2564910e-007
  4.1977484e+001  1.3768860e-006  4.2937102e-007  4.2937102e-007
  4.2604014e+001  1.4875163e-006  4.2292777e-007  4.2292777e-007
  4.3230543e+001  1.4426513e-006  3.9317831e-007  3.9317831e-007
  4.3857073e+001  1.2779376e-006  3.4271451e-007  3.4271451e-007
  4.4483603e+001  1.0678537e-006  2.9301602e-007  2.9301602e-007
  4.5110132e+001  8.6894930e-007  2.7128211e-007  2.7128211e-007
  4.5736662e+001  6.9865779e-007  2.9101069e-007  2.9101069e-007
  4.6363191e+001  5.6996825e-007  3.4532489e-007  3.4532489e-007
  4.6989721e+001  5.2012299e-007  4.1933965e-007  4.1933965e-007
  4.7616251e+001  5.7533719e-007  5.0417308e-007  5.0417308e-007
  4.8242780e+001  7.0065027e-007  5.9276542e-007  5.9276542e-007
  4.8869310e+001  8.2244681e-007  6.6481863e-007  6.6481863e-007
  4.9495839e+001  9.0196269e-007  6.8815629e-007  6.8815629e-007
  5.0122369e+001  9.5444295e-007  6.4384631e-007  6.4384631e-007
  5.0748899e+001  9.9241306e-007  5.4727726e-007  5.4727726e-007
  5.1375428e+001  9.8756204e-007  4.3825012e-007  4.3825012e-007
  5.2001958e+001  9.0949849e-007  3.5088653e-007  3.5088653e-007
  5.2628488e+001  7.7957262e-007  2.9618296e-007  2.9618296e-007
  5.3255017e+001  6.6235439e-007  2.6900908e-007  2.6900908e-007
  5.3881547e+001  6.0966739e-007  2.6241585e-007  2.6241585e-007
  5.4508076e+001  6.2406391e-007  2.7360053e-007  2.7360053e-007
  5.5134606e+001  6.6930678e-007  3.0392862e-007  3.0392862e-007
  5.5761136e+001  7.0480095e-007  3.5782289e-007  3.5782289e-007
  5.6387665e+001  7.1245443e-007  4.3673776e-007  4.3673776e-007
